Item Identifier,Item Fat Content,Item Type,Outlet Identifier,Outlet Size,Outlet Location Type,Outlet Type,Outlet Establishment Year
FDZ26,reg,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
FDK48,Low Fat,Baking Goods,OUT017,-,Tier 2,Supermarket Type1,2007
FDX32,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985
FDE56,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985
DRJ01,low fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDC53,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998
NCN07,Low Fat,Others,OUT035,Small,Tier 2,Supermarket Type1,2004
FDI28,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
NCO55,Low Fat,Others,OUT019,Small,Tier 1,Grocery Store,1985
FDP46,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDX26,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
FDD56,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDP12,Regular,Baking Goods,OUT017,-,Tier 2,Supermarket Type1,2007
FDT40,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDV57,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDZ09,Low Fat,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDA07,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDV36,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDQ01,Regular,Canned,OUT035,Small,Tier 2,Supermarket Type1,2004
FDW46,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDW19,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDY01,Regular,Canned,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDG60,Low Fat,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDL22,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
DRK01,Low Fat,Soft Drinks,OUT045,-,Tier 2,Supermarket Type1,2002
FDO12,Low Fat,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
FDX12,Regular,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDR28,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDH57,LF,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
FDC04,Low Fat,Dairy,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCI06,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
NCY53,Low Fat,Health and Hygiene,OUT017,-,Tier 2,Supermarket Type1,2007
FDR22,Regular,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDM33,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDO57,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDO56,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDO58,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDQ45,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDO60,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDI34,reg,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDJ26,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDV08,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
DRD60,LF,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDX20,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDG59,Low Fat,Starchy Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDN58,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDV48,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
FDA15,LF,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDI19,Low Fat,Meat,OUT013,High,Tier 3,Supermarket Type1,1987
FDX19,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDO52,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCO05,Low Fat,Health and Hygiene,OUT045,-,Tier 2,Supermarket Type1,2002
NCP17,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDK56,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
NCG43,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
DRM59,LF,Hard Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDA47,Regular,Baking Goods,OUT017,-,Tier 2,Supermarket Type1,2007
FDY20,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
FDZ22,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDB52,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
NCS29,Low Fat,Health and Hygiene,OUT017,-,Tier 2,Supermarket Type1,2007
DRC12,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDP13,Regular,Canned,OUT019,Small,Tier 1,Grocery Store,1985
DRF23,Low Fat,Hard Drinks,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDB56,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
FDQ47,Regular,Breads,OUT017,-,Tier 2,Supermarket Type1,2007
FDY39,Regular,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDY36,Low Fat,Baking Goods,OUT045,-,Tier 2,Supermarket Type1,2002
NCM17,Low Fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1,1987
DRN35,Low Fat,Hard Drinks,OUT035,Small,Tier 2,Supermarket Type1,2004
FDK22,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998
FDI07,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985
DRK37,LF,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998
NCP05,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998
NCD42,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDW11,low fat,Breads,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDI14,Low Fat,Canned,OUT017,-,Tier 2,Supermarket Type1,2007
NCY42,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDV26,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDX15,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCG07,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
FDC44,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDC47,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
NCK53,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDY49,Regular,Canned,OUT019,Small,Tier 1,Grocery Store,1985
NCM07,Low Fat,Others,OUT019,Small,Tier 1,Grocery Store,1985
FDR47,Low Fat,Breads,OUT017,-,Tier 2,Supermarket Type1,2007
FDS59,Regular,Breads,OUT035,Small,Tier 2,Supermarket Type1,2004
DRK47,Low Fat,Hard Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDZ27,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
FDE36,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDM51,Regular,Meat,OUT035,Small,Tier 2,Supermarket Type1,2004
FDY48,Low Fat,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDA35,Regular,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCL31,Low Fat,Others,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDC47,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDI26,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDQ16,LF,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDK15,Low Fat,Meat,OUT010,-,Tier 3,Grocery Store,1998
NCO53,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDG12,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDU28,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDI20,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985
DRN37,Low Fat,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998
FDD28,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDP31,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
DRD27,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
DRF01,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store,1985
DRD25,LF,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDD53,Low Fat,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDQ24,Low Fat,Baking Goods,OUT045,-,Tier 2,Supermarket Type1,2002
FDY49,Regular,Canned,OUT017,-,Tier 2,Supermarket Type1,2007
NCP18,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
FDT07,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDG46,Regular,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998
FDH50,Regular,Canned,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDS40,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDZ60,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDG38,Regular,Canned,OUT045,-,Tier 2,Supermarket Type1,2002
FDG31,Low Fat,Meat,OUT035,Small,Tier 2,Supermarket Type1,2004
FDS39,Low Fat,Meat,OUT017,-,Tier 2,Supermarket Type1,2007
FDL22,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDQ20,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
DRB24,Low Fat,Soft Drinks,OUT017,-,Tier 2,Supermarket Type1,2007
DRI51,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDJ60,Regular,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDB40,Regular,Dairy,OUT010,-,Tier 3,Grocery Store,1998
FDO15,Regular,Meat,OUT017,-,Tier 2,Supermarket Type1,2007
FDI53,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDZ14,Regular,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
NCD54,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985
FDF28,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDD39,Low Fat,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
NCN54,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
NCO41,Low Fat,Health and Hygiene,OUT017,-,Tier 2,Supermarket Type1,2007
FDH45,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
NCD55,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998
DRK35,Low Fat,Hard Drinks,OUT017,-,Tier 2,Supermarket Type1,2007
FDM25,Regular,Breakfast,OUT017,-,Tier 2,Supermarket Type1,2007
NCW30,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1,2004
FDU15,Regular,Meat,OUT045,-,Tier 2,Supermarket Type1,2002
DRN35,Low Fat,Hard Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
FDN28,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCK29,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998
FDA49,LF,Canned,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDE40,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
FDD52,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDZ31,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDA13,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDU08,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
FDU15,Regular,Meat,OUT046,Small,Tier 1,Supermarket Type1,1997
FDD45,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDY50,Low Fat,Dairy,OUT045,-,Tier 2,Supermarket Type1,2002
FDD08,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCE30,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDB05,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDS09,Regular,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDZ07,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDS57,LF,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDX28,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDN56,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985
FDX44,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
NCF19,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCA17,LF,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDY40,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
NCX54,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1,2004
FDK28,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDI32,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDT11,Regular,Breads,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDO32,Low Fat,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
DRJ01,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDW02,Regular,Dairy,OUT045,-,Tier 2,Supermarket Type1,2002
NCK30,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
NCM43,Low Fat,Others,OUT013,High,Tier 3,Supermarket Type1,1987
FDJ14,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDE59,Low Fat,Starchy Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDN10,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
NCC18,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
FDN34,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDU12,Regular,Baking Goods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDR33,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDP33,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDT49,Low Fat,Canned,OUT013,High,Tier 3,Supermarket Type1,1987
FDK02,Low Fat,Canned,OUT035,Small,Tier 2,Supermarket Type1,2004
NCM07,Low Fat,Others,OUT046,Small,Tier 1,Supermarket Type1,1997
FDX38,Regular,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
FDS56,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
FDU26,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDR16,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDA58,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDI26,Low Fat,Canned,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDU36,Low Fat,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDG60,Low Fat,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDH14,Regular,Canned,OUT010,-,Tier 3,Grocery Store,1998
FDQ37,Low Fat,Breakfast,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDW23,Low Fat,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
FDM03,Low Fat,Meat,OUT017,-,Tier 2,Supermarket Type1,2007
FDB58,reg,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDR09,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDR48,Low Fat,Baking Goods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDZ52,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
DRD60,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDJ14,Regular,Canned,OUT013,High,Tier 3,Supermarket Type1,1987
NCY29,low fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1,1997
NCP41,Low Fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1,1987
FDK46,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDI48,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
FDX48,reg,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985
NCI29,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDL51,Regular,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
FDU21,Regular,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDA08,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985
FDK03,Regular,Dairy,OUT018,Medium,Tier 3,Supermarket Type2,2009
DRH39,Low Fat,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCR18,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCX42,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
FDR15,reg,Meat,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDN60,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985
FDH24,Low Fat,Baking Goods,OUT017,-,Tier 2,Supermarket Type1,2007
FDY50,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDT26,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCC30,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1,2004
NCE43,low fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
DRK39,Low Fat,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDL16,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDQ36,Regular,Baking Goods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDS34,reg,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDN32,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDZ23,Regular,Baking Goods,OUT045,-,Tier 2,Supermarket Type1,2002
DRL49,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDG33,Regular,Seafood,OUT035,Small,Tier 2,Supermarket Type1,2004
FDG04,Low Fat,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDR04,Low Fat,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDF52,LF,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDT36,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998
FDH17,Regular,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
NCL42,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
DRN35,Low Fat,Hard Drinks,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDL21,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDX07,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDW16,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDS11,Regular,Breads,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCZ54,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDH32,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
NCQ17,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDK38,Low Fat,Canned,OUT035,Small,Tier 2,Supermarket Type1,2004
NCF55,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
FDW39,Regular,Meat,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDX36,Regular,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985
FDD47,reg,Starchy Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDQ46,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDE56,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDY39,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985
FDG05,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
NCR54,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985
FDX57,reg,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDC17,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
DRL60,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store,1985
FDO32,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
NCO29,Low Fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1,1987
FDJ36,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCF54,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDV04,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
NCK30,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998
FDX09,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDH53,Regular,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDT22,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
DRF25,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store,1985
FDG56,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDG38,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDS34,Regular,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDP44,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDW03,Regular,Meat,OUT013,High,Tier 3,Supermarket Type1,1987
FDU25,LF,Canned,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCR17,Low Fat,Health and Hygiene,OUT045,-,Tier 2,Supermarket Type1,2002
FDY39,Regular,Meat,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDA03,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDG58,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
NCB19,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
FDI07,Regular,Meat,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCS06,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1,2004
FDX03,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998
NCK29,LF,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1,1997
FDH16,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDA55,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDS20,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDS31,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDA23,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCU18,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1,2004
FDE11,Regular,Starchy Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDE44,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDV51,Low Fat,Meat,OUT046,Small,Tier 1,Supermarket Type1,1997
FDK51,Low Fat,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDR36,Regular,Baking Goods,OUT045,-,Tier 2,Supermarket Type1,2002
FDU40,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDU37,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDV47,low fat,Breads,OUT013,High,Tier 3,Supermarket Type1,1987
FDF04,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDX16,Low Fat,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
NCL05,Low Fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1,1987
NCL30,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCR06,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
FDX03,Regular,Meat,OUT045,-,Tier 2,Supermarket Type1,2002
FDR32,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDX04,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
DRH01,Low Fat,Soft Drinks,OUT017,-,Tier 2,Supermarket Type1,2007
FDO57,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDD11,Low Fat,Starchy Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
DRM47,Low Fat,Hard Drinks,OUT010,-,Tier 3,Grocery Store,1998
NCC54,Low Fat,Health and Hygiene,OUT035,Small,Tier 2,Supermarket Type1,2004
FDC45,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDW46,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDP40,Regular,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDM08,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
FDV52,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
DRB24,Low Fat,Soft Drinks,OUT045,-,Tier 2,Supermarket Type1,2002
NCC54,LF,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998
FDV38,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
FDB36,Regular,Baking Goods,OUT045,-,Tier 2,Supermarket Type1,2002
DRH51,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
FDV45,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCL29,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDU14,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998
FDH17,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDQ15,Regular,Meat,OUT035,Small,Tier 2,Supermarket Type1,2004
FDZ44,Low Fat,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
FDM32,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
